name,time,bind,cpu,database,device,device_id,engine,fstype,host,hostname,humidity,id,interface,label,mode,path,retentionPolicy,temperature,walPath
environment,1716976453000000000,,,,,DHT20-SC-E02,,,,,36.3,,,,,,,26.92,
environment,1716976483000000000,,,,,DHT20-SC-E02,,,,,36.32,,,,,,,27,
environment,1716976513000000000,,,,,DHT20-SC-E02,,,,,36.04,,,,,,,27.09,
environment,1716976543000000000,,,,,DHT20-SC-E02,,,,,35.97,,,,,,,27.16,
environment,1716976573000000000,,,,,DHT20-SC-E02,,,,,35.81,,,,,,,27.25,
environment,1716976603000000000,,,,,DHT20-SC-E02,,,,,35.6,,,,,,,27.31,
environment,1716976633000000000,,,,,DHT20-SC-E02,,,,,35.43,,,,,,,27.37,
environment,1716976663000000000,,,,,DHT20-SC-E02,,,,,35.31,,,,,,,27.41,
environment,1716976693000000000,,,,,DHT20-SC-E02,,,,,35.24,,,,,,,27.46,
environment,1716976723000000000,,,,,DHT20-SC-E02,,,,,35.14,,,,,,,27.53,
environment,1716976753000000000,,,,,DHT20-SC-E02,,,,,35.04,,,,,,,27.54,
environment,1716976783000000000,,,,,DHT20-SC-E02,,,,,34.94,,,,,,,27.59,
environment,1716976813000000000,,,,,DHT20-SC-E02,,,,,34.88,,,,,,,27.61,
environment,1716976843000000000,,,,,DHT20-SC-E02,,,,,34.85,,,,,,,27.69,
environment,1716976873000000000,,,,,DHT20-SC-E02,,,,,34.68,,,,,,,27.75,
environment,1716976903000000000,,,,,DHT20-SC-E02,,,,,34.63,,,,,,,27.82,
environment,1716976933000000000,,,,,DHT20-SC-E02,,,,,34.44,,,,,,,27.81,
environment,1716976963000000000,,,,,DHT20-SC-E02,,,,,34.44,,,,,,,27.84,
environment,1716976993000000000,,,,,DHT20-SC-E02,,,,,34.32,,,,,,,27.87,
environment,1716977023000000000,,,,,DHT20-SC-E02,,,,,34.3,,,,,,,27.9,
environment,1716977053000000000,,,,,DHT20-SC-E02,,,,,34.23,,,,,,,27.94,
environment,1716977083000000000,,,,,DHT20-SC-E02,,,,,34.14,,,,,,,27.97,
environment,1716977113000000000,,,,,DHT20-SC-E02,,,,,34.03,,,,,,,27.99,
environment,1716977212000000000,,,,,DHT20-SC-E02,,,,,33.98,,,,,,,28.19,
environment,1716977242000000000,,,,,DHT20-SC-E02,,,,,33.7,,,,,,,28.19,
environment,1716977272000000000,,,,,DHT20-SC-E02,,,,,33.72,,,,,,,28.15,
environment,1716977302000000000,,,,,DHT20-SC-E02,,,,,33.77,,,,,,,28.12,
environment,1716977332000000000,,,,,DHT20-SC-E02,,,,,33.76,,,,,,,28.11,
environment,1716977362000000000,,,,,DHT20-SC-E02,,,,,34.96,,,,,,,28.12,
environment,1716977392000000000,,,,,DHT20-SC-E02,,,,,35.58,,,,,,,28.06,
environment,1716977422000000000,,,,,DHT20-SC-E02,,,,,34.9,,,,,,,28.06,
environment,1716977452000000000,,,,,DHT20-SC-E02,,,,,34.97,,,,,,,28.11,
environment,1716977482000000000,,,,,DHT20-SC-E02,,,,,34.54,,,,,,,28.16,
environment,1716977512000000000,,,,,DHT20-SC-E02,,,,,34.5,,,,,,,28.23,
environment,1716977542000000000,,,,,DHT20-SC-E02,,,,,34.46,,,,,,,28.27,
environment,1716977572000000000,,,,,DHT20-SC-E02,,,,,34.41,,,,,,,28.31,
environment,1716977602000000000,,,,,DHT20-SC-E02,,,,,34.44,,,,,,,28.33,
environment,1716977632000000000,,,,,DHT20-SC-E02,,,,,34.01,,,,,,,28.39,
environment,1716977662000000000,,,,,DHT20-SC-E02,,,,,33.8,,,,,,,28.42,
environment,1716978562000000000,,,,,DHT20-SC-E02,,,,,32,,,,,,,28.95,
environment,1716978592000000000,,,,,DHT20-SC-E02,,,,,31.82,,,,,,,28.98,
environment,1716978622000000000,,,,,DHT20-SC-E02,,,,,31.74,,,,,,,29.01,
environment,1716978652000000000,,,,,DHT20-SC-E02,,,,,31.69,,,,,,,29.02,
environment,1716979079000000000,,,,,DHT20-SC-E02,,,,,31.18,,,,,,,28.99,
environment,1716979102000000000,,,,,DHT20-SC-E02,,,,,31.08,,,,,,,29.02,
environment,1716979132000000000,,,,,DHT20-SC-E02,,,,,30.99,,,,,,,29.04,
environment,1716979162000000000,,,,,DHT20-SC-E02,,,,,30.8,,,,,,,29.12,
environment,1716979192000000000,,,,,DHT20-SC-E02,,,,,30.8,,,,,,,29.12,
environment,1716979222000000000,,,,,DHT20-SC-E02,,,,,30.79,,,,,,,29.19,
environment,1716979252000000000,,,,,DHT20-SC-E02,,,,,30.64,,,,,,,29.23,
environment,1716979282000000000,,,,,DHT20-SC-E02,,,,,30.56,,,,,,,29.27,
environment,1716979312000000000,,,,,DHT20-SC-E02,,,,,30.53,,,,,,,29.28,
environment,1716987799000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28,
environment,1716987829000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716987859000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716987889000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28,
environment,1716987919000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28,
environment,1716987949000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28,
environment,1716987979000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28,
environment,1716988009000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28,
environment,1716988039000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28,
environment,1716988069000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988099000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988129000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988159000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988189000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988219000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988249000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988279000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988309000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988339000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988369000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988399000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988429000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988459000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988489000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988519000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988549000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988579000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988609000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988639000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988669000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988699000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988729000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988819000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988849000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716988999000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716989029000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989059000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989089000000000,,,,,DHT11-SC-E01,,,,,36,,,,,,,28.5,
environment,1716989119000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989149000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989179000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989209000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.8,
environment,1716989239000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716989269000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716989299000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716989329000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716989359000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716989389000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716989419000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716989449000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716989479000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716989509000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716989539000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989569000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989599000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989629000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989659000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989689000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989719000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989787000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989817000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989847000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989877000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989907000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989937000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989967000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716989997000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716990027000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716990057000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716990087000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716990117000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716990147000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716990177000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716990207000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716990237000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716990267000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716990297000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716990327000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716990357000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716990387000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716990417000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716990447000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716990477000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716990507000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716990537000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716990567000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716990597000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716990627000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716990657000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.1,
environment,1716990687000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28,
environment,1716990717000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28,
environment,1716990747000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28,
environment,1716990777000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28,
environment,1716990807000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28,
environment,1716990837000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28,
environment,1716990867000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28,
environment,1716990897000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28,
environment,1716990927000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28,
environment,1716990957000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28,
environment,1716990987000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28,
environment,1716991017000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28,
environment,1716991047000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28,
environment,1716991077000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28,
environment,1716991107000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28,
environment,1716991137000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991167000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991197000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991227000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991257000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991287000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991317000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991347000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991377000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991407000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991437000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991467000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716991497000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716991527000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991557000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991587000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991617000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991647000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991677000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991707000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716991737000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716991767000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991797000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991827000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716991857000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716991887000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716991917000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716991947000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716991977000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.8,
environment,1716992007000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992037000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716992067000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992097000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992127000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992157000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992187000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992217000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992247000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992277000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992307000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992337000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992367000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992397000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992427000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992457000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992487000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992517000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992547000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992577000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992607000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716992637000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716992667000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.9,
environment,1716992697000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.9,
environment,1716992727000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.7,
environment,1716992757000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.9,
environment,1716992787000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.9,
environment,1716992817000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.9,
environment,1716992847000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716992877000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.9,
environment,1716992907000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716992937000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.9,
environment,1716992967000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716992997000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716993027000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716993057000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716993087000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716993117000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.9,
environment,1716993147000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.9,
environment,1716993177000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.9,
environment,1716993207000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.9,
environment,1716993237000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.9,
environment,1716993267000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716993297000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716993327000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.9,
environment,1716993357000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716993387000000000,,,,,DHT11-SC-E01,,,,,34,,,,,,,28.5,
environment,1716993417000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716993447000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.5,
environment,1716993477000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.6,
environment,1716993507000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716993537000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716993567000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716993597000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
environment,1716993627000000000,,,,,DHT11-SC-E01,,,,,35,,,,,,,28.9,
